,annual_inc,emp_length,installment,loan_amnt,purpose,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,term_36 months,term_60 months
4572,50000.0,1,67.87,2000,8,0.1349,5515.0,150.0,87.0,5.0,5.0,0,36.0,2.0,22.0,2.0,0.0,1.0,15,100.0,0,26,82725.0,0,0,0,0,1,1,0
4573,41340.0,10,610.08,19500,1,0.0789,4873.0,167.0,226.0,62.0,62.0,0,47.0,6.0,11.0,6.0,0.0,0.0,7,40.0,0,20,34109.0,0,0,0,1,0,1,0
4574,35000.0,2,194.99,6000,1,0.1049,3077.0,123.0,60.0,14.0,10.0,0,0.0,3.0,3.0,4.0,0.0,1.0,5,33.3,1,7,15387.0,0,0,0,1,0,1,0
4575,80000.0,0,577.65,17000,2,0.1359,8656.0,74.0,135.0,3.0,3.0,3,56.0,4.0,9.0,8.0,0.0,2.0,13,75.0,0,22,73657.0,1,0,1,0,0,1,0
4576,119000.0,10,336.9,10000,2,0.1299,11067.0,144.0,385.0,7.0,5.0,6,0.0,8.0,30.0,3.0,0.0,4.0,7,0.0,1,55,77466.0,0,0,0,0,1,1,0
4577,200000.0,10,1204.42,40000,9,0.0531,1941.0,41.0,235.0,37.0,16.0,0,0.0,12.0,2.0,5.0,0.0,0.0,7,0.0,0,16,13590.0,0,0,0,0,1,1,0
4578,18000.0,3,230.06,5725,7,0.258,3689.0,5.0,82.0,8.0,5.0,0,0.0,3.0,1.0,7.0,0.0,2.0,8,0.0,0,9,29515.0,1,0,0,0,1,1,0
4579,62687.0,10,291.88,8500,2,0.1433,41814.0,149.0,382.0,6.0,6.0,4,25.0,8.0,3.0,5.0,0.0,1.0,6,100.0,1,19,7303.0,0,0,1,0,0,1,0
4580,68500.0,10,215.62,6400,3,0.1299,1101.0,139.0,181.0,13.0,13.0,4,0.0,11.0,5.0,5.0,0.0,0.0,7,0.0,1,27,6603.0,0,0,1,0,0,1,0
4581,90000.0,9,260.85,12000,2,0.1099,35120.0,113.0,198.0,1.0,1.0,5,0.0,17.0,4.0,10.0,0.0,6.0,12,50.0,0,41,23528.0,1,0,0,1,0,0,1
4582,50000.0,2,623.89,18000,2,0.1499,6295.0,75.0,29.0,12.0,4.0,0,0.0,2.0,18.0,5.0,0.0,5.0,12,0.0,0,23,75543.0,0,0,0,1,0,1,0
4583,100000.0,2,405.76,12500,8,0.1041,11298.0,160.0,89.0,4.0,4.0,0,0.0,5.0,18.0,4.0,0.0,2.0,9,0.0,1,27,101686.0,0,0,1,0,0,1,0
4584,40000.0,2,160.49,4375,10,0.1905,9033.0,74.0,116.0,15.0,4.0,6,47.0,8.0,33.0,9.0,0.0,6.0,30,60.0,0,51,122992.0,1,0,1,0,0,1,0
4585,45000.0,10,611.98,20000,1,0.0639,23152.0,141.0,188.0,17.0,2.0,2,0.0,8.0,10.0,10.0,0.0,1.0,12,40.0,0,27,48840.0,0,0,1,0,0,1,0
4586,100000.0,9,126.29,3500,7,0.1786,9823.0,157.0,160.0,8.0,8.0,0,64.0,4.0,11.0,4.0,0.0,4.0,6,0.0,0,19,58935.0,0,0,0,0,1,1,0
4587,80000.0,2,344.17,10000,2,0.1449,14204.0,116.0,284.0,2.0,2.0,1,0.0,4.0,20.0,5.0,0.0,2.0,17,50.0,0,28,94392.0,0,0,1,0,0,1,0
4588,114000.0,7,615.29,25000,1,0.1655,9898.0,153.0,130.0,10.0,10.0,3,6.0,8.0,38.0,15.0,0.0,1.0,34,60.0,0,62,326645.0,1,0,0,0,1,0,1
4589,75000.0,10,472.35,21000,1,0.1249,15811.0,161.0,134.0,8.0,8.0,2,0.0,10.0,12.0,5.0,0.0,3.0,10,60.0,0,26,60339.0,0,0,1,0,0,0,1
4590,78000.0,10,642.34,25000,2,0.1855,20242.0,193.0,197.0,45.0,2.0,3,8.0,7.0,9.0,7.0,0.0,1.0,11,100.0,0,26,114633.0,0,0,1,0,0,0,1
4591,67000.0,8,328.01,14000,2,0.1431,8341.0,120.0,136.0,10.0,10.0,1,78.0,3.0,3.0,5.0,0.0,1.0,6,0.0,0,11,50043.0,0,0,0,0,1,0,1
4592,41600.0,0,288.98,8400,1,0.1446,491.0,125.0,244.0,1.0,1.0,0,0.0,18.0,4.0,49.0,0.0,13.0,49,44.4,1,76,24044.0,1,0,0,0,1,1,0
4593,52000.0,10,726.84,23325,2,0.0762,3006.0,137.0,361.0,62.0,62.0,2,0.0,8.0,2.0,6.0,0.0,0.0,8,60.0,0,17,24046.0,0,0,0,1,0,1,0
4594,70000.0,2,378.35,11200,2,0.1318,2081.0,127.0,37.0,3.0,3.0,0,50.0,5.0,3.0,8.0,0.0,2.0,9,20.0,0,11,18730.0,0,0,0,0,1,1,0
4595,70000.0,10,33.97,1000,4,0.1356,18920.0,155.0,52.0,3.0,3.0,2,58.0,6.0,53.0,6.0,0.0,2.0,12,0.0,0,65,73933.0,0,0,1,0,0,1,0
4596,76000.0,2,459.47,15000,1,0.0646,2013.0,88.0,33.0,3.0,3.0,0,0.0,5.0,9.0,6.0,0.0,3.0,15,0.0,0,15,30196.0,0,0,0,0,1,1,0
4597,78000.0,3,198.0,6000,2,0.1155,6763.0,156.0,192.0,5.0,5.0,5,72.0,5.0,10.0,7.0,0.0,1.0,9,0.0,0,27,47340.0,0,0,0,0,1,1,0
4598,42900.0,10,256.89,10000,2,0.1854,15927.0,124.0,116.0,5.0,5.0,1,0.0,6.0,2.0,6.0,0.0,2.0,8,40.0,1,11,15017.0,1,0,1,0,0,0,1
4599,94000.0,10,320.19,9600,1,0.1229,8816.0,38.0,94.0,2.0,2.0,3,0.0,7.0,4.0,15.0,0.0,2.0,18,57.1,0,22,44333.0,0,0,1,0,0,1,0
4600,90000.0,0,809.7,34775,2,0.1403,20435.0,157.0,266.0,14.0,8.0,2,0.0,5.0,6.0,13.0,0.0,1.0,16,40.0,0,25,121733.0,1,0,0,0,1,0,1
4601,57500.0,6,778.83,20675,2,0.2099,3780.0,113.0,135.0,6.0,3.0,1,0.0,7.0,5.0,8.0,0.0,4.0,11,40.0,0,16,41585.0,0,0,0,0,1,1,0
4602,80000.0,0,188.0,6000,7,0.0799,6040.0,114.0,124.0,37.0,15.0,2,50.0,8.0,8.0,3.0,0.0,0.0,7,33.3,0,19,42277.0,0,0,0,0,1,1,0
4603,95000.0,7,855.84,31000,2,0.2198,24176.0,89.0,175.0,13.0,6.0,4,0.0,8.0,2.0,10.0,0.0,3.0,12,75.0,0,20,32947.0,0,0,1,0,0,0,1
4604,39000.0,8,165.0,5000,2,0.1155,1804.0,125.0,283.0,3.0,3.0,0,0.0,6.0,3.0,8.0,0.0,6.0,9,0.0,1,20,16240.0,0,0,0,0,1,1,0
4605,130000.0,10,245.23,7500,3,0.1091,15428.0,134.0,210.0,10.0,1.0,1,7.0,13.0,8.0,25.0,0.0,5.0,28,20.0,0,40,50473.0,0,0,1,0,0,1,0
4606,75000.0,10,531.9,22250,2,0.1522,15595.0,111.0,174.0,18.0,8.0,5,11.0,15.0,5.0,11.0,1.0,1.0,14,28.6,0,34,42776.0,0,0,1,0,0,0,1
4607,121634.0,10,345.95,10500,2,0.1144,5505.0,155.0,93.0,7.0,7.0,2,0.0,4.0,4.0,5.0,0.0,2.0,7,66.7,2,14,38537.0,0,0,1,0,0,1,0
4608,29000.0,7,306.16,9000,2,0.1367,2704.0,88.0,72.0,6.0,6.0,0,0.0,2.0,2.0,7.0,0.0,1.0,9,50.0,0,11,24335.0,1,0,0,0,1,1,0
4609,38188.8,0,414.43,13000,2,0.0917,1092.0,133.0,254.0,1.0,1.0,0,0.0,23.0,10.0,17.0,0.0,5.0,18,33.3,1,51,17465.0,0,0,1,0,0,1,0
4610,40000.0,10,115.2,3000,2,0.224,17521.0,169.0,139.0,95.0,79.0,2,42.0,5.0,2.0,4.0,0.0,0.0,5,66.7,0,11,5949.0,0,0,1,0,0,1,0
4611,65000.0,3,229.33,10000,2,0.1335,9749.0,132.0,125.0,11.0,8.0,0,0.0,8.0,16.0,3.0,0.0,2.0,8,66.7,0,26,77992.0,0,0,0,0,1,0,1
4612,110000.0,10,768.69,35000,1,0.1144,30479.0,137.0,220.0,17.0,8.0,7,0.0,6.0,10.0,7.0,0.0,2.0,13,25.0,0,28,88314.0,0,0,1,0,0,0,1
4613,50000.0,8,126.07,4000,8,0.0839,21294.0,95.0,143.0,53.0,18.0,1,54.0,5.0,5.0,4.0,0.0,0.0,7,66.7,0,12,35968.0,0,0,1,0,0,1,0
4614,91000.0,0,814.34,24000,2,0.1349,2834.0,138.0,147.0,2.0,2.0,1,78.0,18.0,13.0,20.0,0.0,9.0,22,0.0,0,44,62352.0,0,0,0,0,1,1,0
4615,77500.0,9,371.85,12000,4,0.0724,2441.0,151.0,143.0,6.0,6.0,0,76.0,4.0,12.0,7.0,0.0,2.0,9,0.0,0,22,21965.0,0,0,1,0,0,1,0
4616,96616.0,10,1190.72,33000,2,0.1786,18365.0,143.0,254.0,2.0,2.0,1,10.0,20.0,5.0,23.0,1.0,4.0,26,100.0,0,45,32096.0,0,0,1,0,0,1,0
4617,56000.0,9,321.29,13325,1,0.1561,21976.0,157.0,191.0,12.0,12.0,4,50.0,7.0,8.0,8.0,0.0,1.0,11,100.0,0,26,55117.0,1,0,1,0,0,0,1
4618,38400.0,2,194.93,6000,2,0.1047,3369.0,20.0,44.0,2.0,2.0,0,0.0,3.0,3.0,5.0,0.0,2.0,7,0.0,0,8,23585.0,0,0,0,0,1,1,0
4619,25000.0,0,762.26,20000,2,0.2185,959.0,40.0,39.0,4.0,4.0,0,24.0,4.0,2.0,8.0,0.0,5.0,9,0.0,0,14,8627.0,1,0,0,0,1,1,0
4620,42000.0,1,514.93,15000,2,0.1431,4032.0,37.0,78.0,9.0,9.0,0,74.0,6.0,3.0,4.0,0.0,2.0,6,100.0,0,13,24192.0,0,0,0,0,1,1,0
4621,90000.0,8,790.82,35000,1,0.1269,18978.0,121.0,134.0,20.0,20.0,3,0.0,12.0,5.0,10.0,0.0,0.0,15,83.3,0,26,77294.0,0,0,1,0,0,0,1
4622,240000.0,4,934.07,25000,2,0.2039,44009.0,121.0,207.0,39.0,5.0,3,31.0,11.0,20.0,8.0,0.0,3.0,14,0.0,0,47,253603.0,1,0,1,0,0,1,0
4623,66185.0,10,281.58,9000,2,0.0789,1264.0,70.0,339.0,3.0,3.0,0,0.0,23.0,6.0,21.0,0.0,6.0,24,0.0,1,40,26537.0,0,0,0,0,1,1,0
4624,32000.0,3,193.34,5500,2,0.1599,10227.0,178.0,139.0,5.0,5.0,3,0.0,1.0,11.0,9.0,0.0,4.0,12,100.0,1,27,36106.0,0,0,1,0,0,1,0
4625,55000.0,2,586.92,18000,1,0.1072,115704.0,155.0,82.0,54.0,8.0,1,0.0,2.0,48.0,2.0,0.0,2.0,6,100.0,0,51,525733.0,0,0,1,0,0,1,0
4626,67000.0,10,382.54,15000,1,0.182,2636.0,140.0,112.0,2.0,2.0,0,0.0,8.0,5.0,12.0,0.0,5.0,14,66.7,1,20,34273.0,1,0,0,0,1,0,1
4627,90000.0,10,662.21,25000,2,0.1999,22181.0,153.0,260.0,20.0,20.0,1,20.0,11.0,5.0,10.0,1.0,0.0,12,71.4,0,22,30822.0,1,0,1,0,0,0,1
4628,30000.0,0,335.45,10000,7,0.1269,2730.0,160.0,127.0,33.0,33.0,3,22.0,7.0,4.0,5.0,1.0,0.0,6,66.7,0,22,16380.0,0,0,0,0,1,1,0
4629,43000.0,1,427.44,14000,2,0.0624,4365.0,168.0,216.0,13.0,13.0,2,34.0,12.0,5.0,8.0,0.0,0.0,11,100.0,0,34,39285.0,1,0,0,0,1,1,0
4630,65000.0,10,492.08,15000,1,0.1114,2764.0,154.0,70.0,12.0,12.0,0,0.0,4.0,6.0,4.0,0.0,1.0,5,50.0,0,12,13819.0,0,0,1,0,0,1,0
4631,70000.0,10,244.25,10000,2,0.162,65370.0,137.0,180.0,38.0,11.0,4,26.0,3.0,8.0,4.0,0.0,1.0,7,0.0,0,23,89835.0,1,0,1,0,0,0,1
4632,84000.0,10,869.66,35000,3,0.1699,28724.0,123.0,144.0,10.0,10.0,1,57.0,5.0,12.0,8.0,0.0,2.0,14,0.0,1,28,47330.0,0,0,1,0,0,0,1
4633,192000.0,2,476.79,18000,8,0.1999,35414.0,174.0,394.0,13.0,5.0,1,27.0,12.0,15.0,5.0,0.0,3.0,10,100.0,0,37,141290.0,0,0,1,0,0,0,1
4634,100000.0,0,168.34,4950,2,0.1365,4213.0,129.0,95.0,9.0,5.0,0,0.0,5.0,21.0,8.0,0.0,6.0,22,25.0,0,38,88480.0,0,0,0,0,1,1,0
4635,75000.0,9,485.31,13800,4,0.1602,1244.0,137.0,478.0,14.0,3.0,0,36.0,8.0,11.0,9.0,0.0,1.0,12,14.3,0,24,14931.0,1,0,0,1,0,1,0
4636,80000.0,8,523.99,15225,2,0.1449,1889.0,106.0,30.0,14.0,14.0,0,0.0,4.0,4.0,4.0,0.0,0.0,5,75.0,0,8,9446.0,0,0,0,1,0,1,0
4637,40000.0,10,246.73,8000,1,0.0692,612.0,122.0,246.0,1.0,1.0,2,9.0,12.0,3.0,11.0,1.0,1.0,11,0.0,1,37,6736.0,0,0,1,0,0,1,0
4638,60000.0,10,346.55,15000,2,0.1368,4135.0,142.0,150.0,14.0,14.0,0,0.0,12.0,5.0,5.0,0.0,0.0,6,25.0,1,18,24809.0,0,0,0,0,1,0,1
4639,50000.0,9,256.3,7500,2,0.1399,3402.0,145.0,149.0,6.0,2.0,0,0.0,8.0,7.0,9.0,0.0,9.0,12,0.0,0,18,40820.0,0,0,0,0,1,1,0
4640,95000.0,10,113.53,3300,5,0.1446,7727.0,73.0,59.0,3.0,3.0,0,44.0,3.0,6.0,7.0,0.0,4.0,9,0.0,0,13,69547.0,0,0,0,0,1,1,0
4641,40000.0,9,516.2,16000,2,0.0999,1257.0,135.0,145.0,4.0,4.0,0,0.0,7.0,5.0,13.0,0.0,2.0,15,83.3,0,20,18851.0,0,0,0,0,1,1,0
4642,135000.0,5,336.04,8800,8,0.2199,2524.0,121.0,184.0,0.0,0.0,0,64.0,6.0,2.0,6.0,0.0,4.0,6,80.0,0,8,12618.0,1,0,0,0,1,1,0
4643,45000.0,4,414.53,16000,2,0.1894,1334.0,111.0,50.0,2.0,2.0,0,32.0,7.0,4.0,9.0,0.0,7.0,11,0.0,0,16,14670.0,1,0,0,0,1,0,1
4644,218693.0,7,1153.67,35000,1,0.1147,11855.0,142.0,132.0,10.0,10.0,2,35.0,3.0,7.0,4.0,0.0,1.0,7,100.0,0,20,71130.0,0,0,0,0,1,1,0
4645,225000.0,10,719.89,34325,2,0.0944,34259.0,121.0,322.0,56.0,7.0,3,0.0,7.0,15.0,9.0,0.0,2.0,15,60.0,0,29,136581.0,0,0,1,0,0,0,1
4646,39000.0,0,159.4,5000,2,0.0917,1664.0,230.0,135.0,2.0,2.0,0,0.0,7.0,10.0,2.0,0.0,2.0,2,50.0,0,19,3327.0,0,0,0,0,1,1,0
4647,46000.0,5,56.56,1800,2,0.0818,15562.0,126.0,159.0,3.0,3.0,4,38.0,14.0,10.0,13.0,0.0,3.0,17,0.0,1,37,51522.0,0,0,1,0,0,1,0
4648,47500.0,2,185.32,6000,1,0.0702,4463.0,55.0,57.0,36.0,5.0,0,19.0,2.0,5.0,5.0,0.0,1.0,7,0.0,0,11,31238.0,0,0,0,0,1,1,0
4649,72000.0,4,1006.12,28775,8,0.1561,7144.0,185.0,202.0,5.0,5.0,0,0.0,11.0,6.0,5.0,0.0,1.0,7,40.0,0,18,50010.0,0,0,0,0,1,1,0
4650,110000.0,10,704.11,22000,2,0.0944,21621.0,124.0,292.0,99.0,18.0,2,26.0,7.0,9.0,7.0,0.0,0.0,11,50.0,0,22,97272.0,0,0,1,0,0,1,0
4651,50000.0,9,628.0,20950,3,0.2606,639.0,66.0,183.0,3.0,3.0,0,20.0,10.0,2.0,4.0,0.0,3.0,4,25.0,0,13,2556.0,0,0,0,1,0,0,1
4652,43736.0,7,203.79,6000,7,0.1356,9984.0,124.0,70.0,36.0,23.0,0,0.0,3.0,15.0,3.0,0.0,0.0,10,100.0,0,20,99840.0,0,0,0,0,1,1,0
4653,53000.0,2,327.34,10000,1,0.1099,5681.0,125.0,296.0,3.0,3.0,3,39.0,11.0,24.0,14.0,0.0,9.0,27,25.0,0,57,72365.0,1,0,1,0,0,1,0
4654,110000.0,10,395.89,12000,3,0.1153,5915.0,191.0,124.0,1.0,1.0,1,7.0,7.0,46.0,6.0,0.0,4.0,10,80.0,0,55,59147.0,0,0,1,0,0,1,0
4655,35000.0,4,179.65,5700,2,0.0839,2230.0,182.0,158.0,49.0,31.0,0,28.0,8.0,15.0,10.0,0.0,0.0,12,100.0,0,32,20067.0,0,0,0,0,1,1,0
4656,40000.0,6,33.52,1000,5,0.1262,14015.0,139.0,24.0,6.0,6.0,0,65.0,2.0,21.0,4.0,0.0,3.0,7,50.0,0,26,98105.0,0,0,0,0,1,1,0
4657,73500.0,2,637.58,20000,1,0.0917,27805.0,243.0,281.0,14.0,8.0,1,0.0,3.0,16.0,3.0,0.0,1.0,9,100.0,0,24,109225.0,0,0,1,0,0,1,0
4658,150000.0,10,481.84,16000,1,0.0532,6187.0,146.0,115.0,10.0,10.0,0,0.0,6.0,10.0,10.0,0.0,1.0,14,50.0,1,24,80437.0,0,0,0,0,1,1,0
4659,90000.0,0,689.37,30000,1,0.1344,14274.0,78.0,174.0,11.0,11.0,2,0.0,23.0,1.0,16.0,0.0,2.0,17,26.7,0,31,31898.0,1,0,1,0,0,0,1
4660,70000.0,10,699.3,20000,2,0.1561,33308.0,109.0,120.0,23.0,6.0,2,18.0,4.0,6.0,5.0,1.0,2.0,9,66.7,0,17,46300.0,1,0,1,0,0,1,0
4661,58115.0,10,77.15,2000,2,0.2274,21469.0,121.0,119.0,2.0,2.0,3,0.0,4.0,6.0,8.0,0.0,4.0,12,100.0,0,22,66622.0,1,0,0,0,1,1,0
4662,51000.0,10,634.97,18000,2,0.1624,9803.0,131.0,147.0,1.0,1.0,2,26.0,9.0,6.0,7.0,0.0,4.0,11,50.0,0,24,16623.0,0,0,1,0,0,1,0
4663,49000.0,7,701.53,19125,8,0.1905,2078.0,45.0,228.0,2.0,2.0,0,0.0,11.0,1.0,11.0,0.0,3.0,12,25.0,0,22,22863.0,1,0,0,0,1,1,0
4664,55000.0,3,680.36,20000,3,0.1367,4453.0,129.0,23.0,3.0,3.0,0,0.0,3.0,2.0,5.0,0.0,2.0,6,33.3,0,7,26718.0,0,0,0,1,0,1,0
4665,46000.0,4,353.61,11200,1,0.2872,26991.0,138.0,210.0,4.0,4.0,1,55.0,4.0,39.0,6.0,0.0,4.0,8,75.0,0,48,69334.0,1,0,1,0,0,0,1
4666,140000.0,8,946.48,30000,2,0.0846,5366.0,139.0,342.0,17.0,16.0,2,42.0,12.0,19.0,13.0,0.0,0.0,15,40.0,0,49,75130.0,0,0,0,1,0,1,0
4667,90000.0,0,511.79,22000,2,0.1399,41900.0,241.0,255.0,5.0,5.0,1,0.0,6.0,33.0,6.0,0.0,4.0,11,16.7,0,40,178511.0,0,0,1,0,0,0,1
4668,25000.0,1,314.6,9000,2,0.1559,1742.0,157.0,196.0,7.0,7.0,3,11.0,6.0,3.0,7.0,0.0,2.0,9,50.0,1,19,15679.0,1,0,0,1,0,1,0
4669,80000.0,2,657.1,21000,5,0.079,1022.0,31.0,78.0,2.0,2.0,0,0.0,6.0,2.0,7.0,0.0,2.0,8,0.0,0,11,7153.0,0,0,0,0,1,1,0
4670,118000.0,10,546.77,16000,2,0.1399,16462.0,139.0,306.0,3.0,1.0,4,8.0,6.0,17.0,17.0,0.0,7.0,26,66.7,0,42,77572.0,1,0,1,0,0,1,0
4671,56000.0,4,249.56,7200,1,0.1499,75286.0,230.0,120.0,6.0,6.0,0,79.0,2.0,42.0,2.0,0.0,2.0,4,100.0,0,48,301145.0,0,0,0,0,1,1,0
4672,45000.0,5,184.63,5500,2,0.1274,15859.0,124.0,29.0,0.0,0.0,1,47.0,3.0,7.0,4.0,0.0,3.0,7,33.3,0,12,31920.0,1,0,1,0,0,1,0
4673,51000.0,3,746.77,23425,2,0.0917,14858.0,129.0,203.0,17.0,17.0,0,21.0,9.0,10.0,1.0,1.0,0.0,2,100.0,0,22,29715.0,1,0,0,0,1,1,0
4674,46500.0,10,107.37,3000,3,0.1727,3205.0,202.0,226.0,24.0,15.0,0,19.0,7.0,3.0,14.0,1.0,0.0,16,71.4,0,18,48081.0,0,0,1,0,0,1,0
4675,58000.0,10,557.76,23450,2,0.1499,24102.0,150.0,138.0,11.0,7.0,3,73.0,5.0,19.0,8.0,0.0,3.0,12,60.0,0,38,104272.0,0,0,1,0,0,0,1
4676,36000.0,10,336.9,10000,1,0.1299,791.0,22.0,389.0,14.0,10.0,0,78.0,14.0,3.0,18.0,0.0,2.0,20,85.7,0,31,15038.0,1,0,0,0,1,1,0
4677,102000.0,3,328.6,10500,5,0.0791,5486.0,142.0,150.0,1.0,1.0,2,0.0,12.0,9.0,7.0,0.0,4.0,9,0.0,0,38,43884.0,1,0,0,0,1,1,0
4678,75000.0,6,167.85,5000,3,0.1274,5777.0,140.0,279.0,10.0,10.0,2,0.0,10.0,8.0,7.0,1.0,1.0,11,14.3,0,22,63551.0,0,0,0,1,0,1,0
4679,33000.0,0,273.39,8000,2,0.1399,2760.0,66.0,36.0,18.0,12.0,0,45.0,3.0,8.0,3.0,0.0,1.0,9,0.0,0,11,24841.0,0,0,0,0,1,1,0
4680,60000.0,10,482.74,16450,1,0.2499,7548.0,54.0,55.0,17.0,5.0,0,0.0,3.0,6.0,4.0,0.0,1.0,8,100.0,0,12,52838.0,1,0,1,0,0,0,1
4681,33500.0,5,306.77,10350,2,0.2549,10837.0,56.0,69.0,27.0,20.0,1,0.0,4.0,3.0,8.0,0.0,0.0,11,75.0,0,14,23092.0,0,0,1,0,0,0,1
4682,85000.0,6,723.98,22800,1,0.089,32318.0,111.0,116.0,16.0,2.0,1,0.0,21.0,3.0,6.0,0.0,1.0,9,66.7,0,26,42116.0,0,0,1,0,0,1,0
4683,50400.0,9,384.86,15075,2,0.1825,3523.0,53.0,108.0,6.0,6.0,0,0.0,11.0,2.0,13.0,0.0,3.0,15,80.0,0,17,52851.0,1,0,1,0,0,0,1
4684,82000.0,10,503.18,15000,1,0.1269,3156.0,95.0,305.0,12.0,9.0,3,62.0,5.0,3.0,8.0,0.0,2.0,9,40.0,1,15,25250.0,0,0,1,0,0,1,0
4685,85000.0,0,361.93,16000,3,0.1274,3325.0,116.0,99.0,23.0,4.0,0,46.0,3.0,19.0,5.0,0.0,3.0,16,0.0,0,28,53195.0,0,0,1,0,0,0,1
4686,35000.0,0,493.63,13925,2,0.1659,4758.0,92.0,95.0,13.0,4.0,0,0.0,6.0,10.0,8.0,0.0,3.0,14,60.0,0,22,61859.0,0,0,0,0,1,1,0
4687,20000.0,0,169.66,5000,2,0.1349,1689.0,26.0,37.0,21.0,21.0,0,0.0,2.0,1.0,3.0,0.0,0.0,4,100.0,0,5,6755.0,0,0,0,1,0,1,0
4688,55000.0,10,526.93,19000,2,0.222,2310.0,4.0,280.0,7.0,4.0,0,53.0,9.0,1.0,9.0,0.0,2.0,10,100.0,0,17,18481.0,1,0,0,0,1,0,1
4689,80000.0,1,539.03,16000,2,0.1299,3652.0,220.0,218.0,6.0,6.0,0,3.0,8.0,16.0,12.0,0.0,3.0,14,80.0,0,31,51124.0,1,0,0,0,1,1,0
4690,68500.0,9,299.36,13800,6,0.109,3746.0,130.0,361.0,7.0,4.0,0,0.0,11.0,11.0,9.0,0.0,5.0,14,0.0,0,32,52449.0,1,0,0,0,1,0,1
4691,70000.0,10,286.94,13200,2,0.1099,18041.0,153.0,202.0,30.0,8.0,3,0.0,6.0,6.0,11.0,0.0,1.0,15,20.0,0,22,28047.0,0,0,1,0,0,0,1
4692,120000.0,4,999.38,35000,10,0.2363,30855.0,66.0,171.0,15.0,15.0,3,0.0,9.0,4.0,11.0,0.0,0.0,16,83.3,0,24,140817.0,0,0,1,0,0,0,1
4693,40000.0,4,275.92,7575,2,0.1854,10536.0,110.0,50.0,15.0,13.0,0,0.0,3.0,19.0,4.0,0.0,0.0,6,100.0,0,24,63213.0,0,0,0,0,1,1,0
4694,45000.0,2,310.56,10000,2,0.0739,3854.0,35.0,158.0,28.0,15.0,0,56.0,7.0,2.0,4.0,0.0,0.0,6,0.0,0,19,19268.0,0,0,0,0,1,1,0
4695,44000.0,7,184.5,5500,3,0.1269,1636.0,89.0,98.0,3.0,3.0,0,43.0,4.0,1.0,6.0,0.0,2.0,6,50.0,0,12,9817.0,0,0,0,1,0,1,0
4696,118400.0,10,961.4,28800,1,0.1235,15504.0,141.0,260.0,5.0,5.0,5,0.0,15.0,11.0,9.0,0.0,3.0,13,42.9,0,34,52450.0,0,0,1,0,0,1,0
4697,98000.0,9,770.27,35000,2,0.1153,26683.0,110.0,333.0,10.0,10.0,1,0.0,10.0,1.0,17.0,0.0,1.0,18,16.7,0,26,109639.0,0,0,0,1,0,0,1
4698,42000.0,10,81.44,2400,1,0.1349,1124.0,113.0,132.0,6.0,6.0,0,0.0,5.0,3.0,4.0,0.0,4.0,4,33.3,0,9,4496.0,0,0,0,0,1,1,0
4699,68000.0,10,506.56,14000,2,0.1806,17541.0,140.0,177.0,5.0,5.0,3,0.0,7.0,10.0,10.0,0.0,3.0,13,50.0,0,27,37194.0,0,0,1,0,0,1,0
4700,47800.0,5,494.57,15000,1,0.1149,8634.0,123.0,192.0,64.0,13.0,2,0.0,5.0,4.0,4.0,0.0,0.0,5,66.7,0,12,43171.0,1,0,1,0,0,1,0
4701,128000.0,1,505.93,16800,1,0.0532,1563.0,98.0,101.0,7.0,7.0,0,0.0,8.0,1.0,9.0,0.0,2.0,10,0.0,0,13,15632.0,0,0,0,0,1,1,0
4702,70000.0,2,708.55,19450,2,0.1855,8450.0,159.0,132.0,21.0,2.0,1,10.0,6.0,13.0,2.0,1.0,2.0,6,0.0,0,27,50698.0,1,0,0,0,1,1,0
4703,175000.0,2,516.2,16000,1,0.0999,12366.0,166.0,440.0,100.0,4.0,7,16.0,7.0,17.0,3.0,0.0,1.0,12,0.0,0,42,78388.0,0,0,1,0,0,1,0
4704,60000.0,0,578.21,19200,2,0.0532,13744.0,154.0,194.0,42.0,42.0,2,0.0,6.0,2.0,2.0,0.0,0.0,3,100.0,0,11,52427.0,0,0,0,0,1,1,0
4705,60000.0,1,385.8,12000,1,0.0975,3589.0,120.0,134.0,1.0,1.0,0,0.0,10.0,9.0,10.0,0.0,4.0,13,0.0,0,28,35885.0,0,0,0,0,1,1,0
4706,80000.0,10,478.19,15000,1,0.0917,3226.0,149.0,352.0,20.0,11.0,5,0.0,5.0,6.0,7.0,0.0,1.0,8,75.0,0,19,22585.0,0,0,1,0,0,1,0
4707,48000.0,10,590.11,16325,2,0.1799,6667.0,125.0,123.0,29.0,12.0,0,50.0,2.0,6.0,6.0,0.0,1.0,8,100.0,0,15,46670.0,0,0,0,0,1,1,0
4708,90000.0,9,159.03,4425,2,0.1757,22651.0,147.0,188.0,4.0,4.0,2,4.0,13.0,22.0,13.0,0.0,3.0,22,33.3,0,41,160568.0,0,0,1,0,0,1,0
